Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action
00000601,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,29/12/2013
00000602,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9160,SYD Inspect,B Shift,13/05/2007
00000608,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9160,SYD Inspect,A Shift,21/05/2010
00000611,Termination (HR checklist),Retrenchment,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9060,SYD Integrated Syste,Customer Technical Services,2/07/2017
00000613,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Occupational Health & Safety,8/09/2001
00000614,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5110,ADE Melt,Batch and Furnace,10/04/2002
00000615,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9120,SYD Forming Services,Forming,7/03/2007
00000617,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9110,SYD Melt,Batch & Furnace,15/12/2001
00000619,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4490,GOSC Oper Advance,Operational Advancement,17/08/2017
00000620,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9060,SYD Integrated Syste,C Shift,17/04/2018
00000621,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9260,SYD Plant Reliabilit,Engineering,4/12/2007
00000623,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Occupational Health & Safety,7/09/2002
00000631,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Manufacturing,13/11/2013
00000634,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Human Resources,29/08/2004
00000638,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7120,MEL Forming Services,Manufacturing,23/06/2009
00000640,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9300,SYD Business Service,Business Services,1/09/2003
00000643,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Human Resources,1/08/2006
00000645,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9280,SYD Cust Tech Serv,Quality Services,22/11/2013
00000649,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9210,SYD Mould Repair,Mould Repair,5/07/2003
00000650,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9120,SYD Forming Services,B Shift,6/05/2003
00000655,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9060,SYD Integrated Syste,Quality Services,2/07/2016
00000656,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9130,SYD Forming,C Shift,7/04/2004
00000660,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,ACI Glass Packaging Penrith,23/08/2003
00000661,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9240,SYD Maint - Machine,Machine Maintenance,17/08/2002
00000662,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Human Resources,5/07/2003
00000663,Termination (HR checklist),Retrenchment,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9300,SYD Business Service,Business Services,19/12/2002
00000665,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9250,SYD Maint - Cold End,Plant Procedures & Specifications (ISO),24/05/2003
00000666,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9004,SYD Shift 4,D Shift,13/11/2013
00000667,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,2/11/2002
00000669,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6160,BNE Inspect,Cold End C Shift,4/08/2007
00000670,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6120,BNE Forming Services,D Shift,1/04/2013
00000673,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4570,OIAP Distribution,Distribution,1/12/2012
00000675,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,8/07/2017
00000676,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5120,ADE Forming Services,Forming,1/01/2005
00000678,Termination (HR checklist),Retirement (age),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,1/01/2017
00000680,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4490,GOSC Oper Advance,Manufacturing Support,30/08/2008
00000682,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4360,OI Austl Marketing,Marketing,1/12/2007
00000691,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,21/12/2013
00000692,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4550,OIAP Customer Serv,Customer Services,7/03/2009
00000694,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6290,BNE HR & Training,Human Resources,16/03/2002
00000695,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4812,OIAP IT Applic Dev,Applications,5/02/2011
00000698,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4460,GOSC Fac Adv Eng,Plant Engineering,6/01/2006
00000700,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Risk Management,1/11/2016
00000704,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5290,ADE HR & Training,Human Resources,20/11/2004
00000706,Termination (HR checklist),Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,1300,TECH Business Serv,Business Services,2/09/2004
00000707,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Business Services,26/09/2013
00000710,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,WA - GPA - Staff,Perth Day,4280,OIAP Cust Tech Serv,Customer Technical Services Australia,6/07/2013
00000718,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/10/2014
00000719,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,21/12/2013
00000720,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7290,MEL HR & Training,Human Resources,1/06/2004
00000721,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4570,OIAP Distribution,Distribution - Victoria,30/04/2017
00000722,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Financial Operations,29/10/2011
00000723,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5120,ADE Forming Services,Forming,1/03/2002
00000724,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,1/10/2017
00000725,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Facilities Advancement,16/07/2013
00000726,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Applications,13/07/2013
00000727,Termination (HR checklist),Retrenchment,1000,ACI Operations Pty Ltd,WA - GPA - Staff,Perth Day,8300,PTH Business Service,Business Services,13/02/2004
00000728,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4460,GOSC Fac Adv Eng,Plant Engineering,1/09/2011
00000729,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6120,BNE Forming Services,Manufacturing,26/11/2005
00000734,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Commercial,1/11/2011
00000738,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Corporate Accounting,16/07/2011
00000740,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Regional Integrated Operations,1/09/2014
00000742,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,Occupational Health & Safety,16/10/1999
00000744,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7280,MEL Cust Tech Serv,Customer Technical Services,25/03/2005
00000747,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4500,GOSC Mould Design,Product & Mould Design,1/08/2007
00000752,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4450,GOSC Facility Advanc,Facilities Advancement,29/06/2013
00000753,Termination (HR checklist),Retrenchment,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Information Technology,1/01/2009
00000754,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4280,OIAP Cust Tech Serv,Customer Technical Services Australia,1/01/2002
00000757,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Financial Operations,27/05/2011
00000759,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4280,OIAP Cust Tech Serv,Specifications & Quality Mgt Systems,14/12/2002
00000761,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,30/12/2017
00000766,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7120,MEL Forming Services,E Shift,11/09/2012
00000768,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4540,OIAP Prodn Planning,O-I Australia,1/01/2015
00000771,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Australian Financial Operations,1/11/2013
00000773,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4490,GOSC Oper Advance,Manufacturing Support,28/11/2006
00000778,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4500,GOSC Mould Design,Mould Design and Draughting,18/11/2014
00000779,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4510,OIAP Regional Qualit,Regional Quality,20/08/2016
00000780,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6120,BNE Forming Services,Hot End D Shift,15/07/2006
00000781,Termination (HR checklist),Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5110,ADE Melt,Batch and Furnace,2/08/2005
00000782,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Information Technology,1/01/2005
00000785,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4820,OIAP Integrated Ops,Regional Quality,1/09/2013
00000789,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,17/11/2001
00000791,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,17/01/2014
00000796,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4470,OIAP Batch & Furnace,Glass Technology,1/01/2007
00000797,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6120,BNE Forming Services,Manufacturing,11/11/2007
00000799,Termination (HR checklist),Non SAP company transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5300,ADE Business Service,Business Services,1/04/2004
00000800,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,10/08/2013
00000802,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4812,OIAP IT Applic Dev,Information Technology,2/10/2004
00000803,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7140,MEL Job Change,Job Change,30/07/2005
00000808,Auto Terminations,Non SAP Company Transfer,1000,ACI Operations Pty Ltd,VIC Glass Expatriate,Kentucky,4296,OIAP Expatriates,Expatriates,1/07/2006
00000811,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,Integrated Systems and Risk,16/11/2014
00000815,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,11/08/2017
00000817,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6230,BNE Maint - Electric,Engineering,2/11/2006
00000820,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4490,GOSC Oper Advance,Operational Advancement,1/09/2013
00000821,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4510,OIAP Regional Qualit,Regional Quality,1/09/2010
00000822,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4470,OIAP Batch & Furnace,Glass Technology,10/07/2006
00000824,Auto Terminations,Illness Disability,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,1470,TECH Batch/Furn Eng,Batch & Furnace,16/10/1999
00000825,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Integrated Systems and Risk,26/11/2014
00000827,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services Melbourne,23/07/2014
00000832,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9250,SYD Maint - Cold End,Inspection & Packaging,1/05/2008
00000842,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Commercial Projects,12/07/2015
00000843,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,O-I Australia,18/02/2017
00000844,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5160,ADE Inspect,Inspection & Packaging,19/01/2002
00000845,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5260,ADE Plant Reliabilit,Engineering,15/10/2013
00000848,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Integrated Systems & Risk,12/09/2014
00000855,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7260,MEL Plant Reliabilit,Engineering Services,15/03/2008
00000859,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5260,ADE Plant Reliabilit,Engineering,1/02/2003
00000860,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4550,OIAP Customer Serv,Customer Services,1/05/2010
00000861,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7210,MEL Mould Repair,Mould Repair,15/12/2007
00000866,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4570,OIAP Distribution,Distribution - South Australia,3/11/2007
00000868,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4550,OIAP Customer Serv,Customer Services,11/10/2008
00000869,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4510,OIAP Regional Qualit,Regional Quality,1/08/2015
00000871,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Human Resources O-I Asia Pacific,1/08/2013
00000875,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4445,OIAP Legal,Risk Management,31/07/2010
00000877,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4330,OIAP StrategSourcing,Plant Procurement,1/12/2001
00000879,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4450,GOSC Facility Advanc,Facilities Engineering,17/03/2009
00000880,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4450,GOSC Facility Advanc,Plant Engineering,2/07/2009
00000881,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6280,BNE Cust Tech Serv,Customer Technical Services,27/07/2002
00000883,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5260,ADE Plant Reliabilit,Plant Reliability,10/09/2014
00000884,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6120,BNE Forming Services,Forming-Job Change,10/12/2005
00000885,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6160,BNE Inspect,Cold End A Shift,4/08/2007
00000888,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Shift,5001,ADE Shift 1,A Shift,30/07/2011
00000890,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6120,BNE Forming Services,Manufacturing,2/07/2003
00000893,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7290,MEL HR & Training,Human Resources,1/01/2003
00000897,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Integrated Systems and Risk,19/07/2014
00000900,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Technical Advancement,31/10/2009
00000902,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6210,BNE Mould Repair,Mould Repair,1/08/2013
00000903,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9260,SYD Plant Reliabilit,Engineering,29/10/2005
00000911,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,3/10/2015
00000919,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Adelaide Plant,15/12/2018
00000920,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4510,OIAP Regional Qualit,Regional Quality,1/02/2017
00000922,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC Pkg Serv. Staff,Hawthorn Day,4431,PPG Regional Reports,ACI Packaging,1/01/2006
00000923,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6160,BNE Inspect,Cold End A Shift,1/02/2002
